id,word,meaning1,meaning2,meaning3,level
558,purple,mor,erguvan rengi,mor renkli,A1
559,'s,aitlik eki,sahiplik bildirimi,ek,A1
560,sad,"üzgün, kederli","hüzünlü, acıklı","üzücü, kötü",A1
561,sailor,denizci,tayfa,gemici,A1
562,salad,salata,yeşillik,salatalık malzeme,A1
563,sale,satış,"indirim, ucuzluk",pazarlama,A1
564,same,aynı,farksız,"tıpkı, eş",A1
565,program/programme,program,izlence,programlamak,A1
566,sandwich,sandviç,ekmek arası,sıkıştırmak,A1
567,rainy,yağmurlu,yağışlı,kasvetli,A1
568,problem,"sorun, problem",mesele,"sıkıntı, dert",A1
569,rat,"sıçan, büyük fare",hain,kalleş,A1
570,'re,olmak fiili eki,sizsiniz,biziz,A1
571,result,"sonuç, netice",kaynaklanmak,sonuçlanmak,A1
572,restaurant,restoran,lokanta,yemek salonu,A1
573,review,"inceleme, eleştiri",gözden geçirmek,değerlendirme,A1
574,reporter,muhabir,gazeteci,haberci,A1
575,repeat,tekrar etmek,yinelemek,"tekrar, yineleme",A1
576,remember,hatırlamak,anımsamak,akılda tutmak,A1
577,ribbon,"kurdele, şerit",bağ,şerit bant,A1
578,rice,pirinç,pilav,çeltik,A1
579,rich,zengin,"verimli, bereketli",zengin içerikli,A1
580,ride,binmek,"gezi, sürüş",sürmek,A1
581,right,"sağ, sağ taraf","doğru, haklı","hak, özgürlük",A1
582,ring,yüzük,çalmak,"halka, çember",A1
583,river,"nehir, ırmak",akarsu,"çay, dere",A1
584,red,"kırmızı, al",kızıl,kızarmış,A1
585,role,rol,"görev, işlev",konum,A1
586,reason,"neden, sebep","akıl, mantık",mantık yürütmek,A1
587,really,gerçekten,hakikaten,"aslında, gerçekte",A1
588,room,oda,alan,yer,A1
589,real,"gerçek, hakiki","asıl, öz",somut,A1
590,ready,hazır,istekli,hazırlamak,A1
591,reading,okuma,okuma parçası,okuma eylemi,A1
592,reader,okuyucu,okur,okuma kitabı,A1
593,read,okumak,anlamak,yorumlamak,A1
594,rose,gül,pembe renk,gül ağacı,A1
595,princess,prenses,kraliyet kızı,şehzade kızı,A1
596,prince,prens,şehzade,kraliyet oğlu,A1
597,Saturday,cumartesi,cumartesi günü,cumartesileri,A1
598,play,oynamak,oyun,çalmak,A1
599,plane,uçak,düzlem,rende,A1
600,plan,plan,planlamak,tasarlamak,A1
601,place,yer,mekan,konum,A1
602,pizza,pizza,hamur işi,italyan çöreği,A1
603,pink,pembe,pembe renk,açık kırmızı,A1
604,pig,domuz,domuz eti,obur kimse,A1
605,piece,parça,tane,kısım,A1
606,section,bölüm,kısım,kesit,A1
607,picture,resim,fotoğraf,tablo,A1
608,picnic,piknik,kır yemeği,mesire,A1
609,pick,seçmek,toplamak,koparmak,A1
610,piano,piyano,tuşlu çalgı,piyano sesi,A1
611,see,görmek,anlamak,izlemek,A1
612,photo,fotoğraf,resim,poz,A1
613,phone,telefon,telefon etmek,ahize,A1
614,pet,evcil hayvan,sevmek,okşamak,A1
615,self,kendi,öz,benlik,A1
616,personal,kişisel,şahsi,özel,A1
617,person,kişi,insan,şahıs,A1
618,sell,satmak,satılmak,pazarlamak,A1
619,period,dönem,süre,nokta,A1
620,people,insanlar,halk,millet,A1
621,player,oyuncu,çalgıcı,oynatıcı,A1
622,second,ikinci,saniye,an,A1
623,please,lütfen,memnun etmek,sevindirmek,A1
624,pleasure,zevk,keyif,memnuniyet,A1
625,save,kurtarmak,biriktirmek,kaydetmek,A1
626,price,fiyat,bedel,ücret,A1
627,saw,testere,testereyle kesmek,gördü,A1
628,pretty,sevimli,güzel,oldukça,A1
629,say,söylemek,demek,belirtmek,A1
630,present,hediye,şuan ki,sunmak,A1
631,school,okul,ekol,okutmak,A1
632,pray,dua etmek,yalvarmak,ibadet etmek,A1
633,practice/practise,pratik yapmak,alıştırma yapmak,uygulamak,A1
634,practice,uygulama,pratik,alıştırma,A1
635,science,bilim,ilim,fen,A1
636,name,isim,ad,adlandırmak,A1
637,scientist,bilim insanı,bilimci,bilgin,A1
638,poster,afiş,poster,ilan,A1
639,post,posta,göndermek,direk,A1
640,pop,pop müziği,patlamak,pat sesi,A1
641,poor,fakir,zavallı,kötü,A1
642,pool,havuz,bilardo,gölet,A1
643,pollution,kirlilik,çevre kirliliği,kirletme,A1
644,sea,deniz,derya,dalga,A1
645,point,nokta,puan,işaret etmek,A1
646,poem,şiir,manzume,koşuk,A1
647,pocket,cep,harçlık,cep tipi,A1
648,seat,koltuk,oturacak yer,merkez,A1
649,potato,patates,patates yumrusu,sebze,A1
650,horse,at,beygir,kısrak,A1
651,skirt,etek,kenar,kenarından geçmek,A1
652,sky,gökyüzü,gök,sema,A1
653,king,kral,hükümdar,şah,A1
654,kind,tür,nazik,kibar,A1
655,kill,öldürmek,katletmek,sonlandırmak,A1
656,kid,çocuk,keçi yavrusu,takılmak,A1
657,kick,tekmelemek,tekme,vuruş,A1
658,spy,casus,ajan,gözetlemek,A1
659,key,anahtar,tuş,kilit,A1
660,keep,tutmak,saklamak,korumak,A1
661,just,sadece,henüz,adil,A1
662,June,haziran,haziran ayı,yaz ayı,A1
663,jump,atlamak,sıçramak,atlayış,A1
664,July,temmuz,temmuz ayı,yaz ayı,A1
665,juice,meyve suyu,özsu,suyu,A1
666,stage,sahne,aşama,evre,A1
667,judge,hâkim,yargıç,yargılamak,A1
668,join,katılmak,birleştirmek,üye olmak,A1
669,job,iş,meslek,görev,A1
670,jewelry/jewellery,takı,mücevher,ziynet,A1
671,jet,jet uçağı,püskürtme,fışkırtmak,A1
672,jeans,kot pantolon,kot,kot giysi,A1
673,January,ocak,ocak ayı,kış ayı,A1
674,jacket,ceket,mont,kılıf,A1
675,its,onun,bunun,kendinin,A1
676,kiss,öpücük,öpmek,buse,A1
677,item,öge,madde,parça,A1
678,kitchen,mutfak,yemekhane,aşevi,A1
679,knee,diz,diz kapağı,köşe,A1
680,lesson,ders,ibret,öğüt,A1
681,speech,konuşma,nutuk,söylev,A1
682,spell,hecelemek,büyü,harf söylemek,A1
683,spend,harcamak,vakit geçirmek,tüketmek,A1
684,leg,bacak,ayak,etap,A1
685,left,sol,sol taraf,kalmış,A1
686,leave,ayrılmak,terk etmek,bırakmak,A1
687,learn,öğrenmek,bellemek,duymak,A1
688,leaf,yaprak,sayfa,tabaka,A1
689,leader,lider,önder,başkan,A1
690,lazy,tembel,üşengeç,miskin,A1
691,laugh,gülmek,gülüş,kahkaha,A1
692,later,daha sonra,sonra,sonradan,A1
693,late,geç,gecikmiş,merhum,A1
694,last name,soyadı,soyisim,aile adı,A1
695,large,büyük,geniş,iri,A1
696,sport,spor,sportif faaliyet,eğlence,A1
697,language,dil,lisan,üslup,A1
698,spot,nokta,leke,yer,A1
699,lady,hanımefendi,bayan,hanım,A1
700,spring,ilkbahar,bahar,yay,A1
701,know,bilmek,tanımak,farkında olmak,A1
702,knife,bıçak,kesici alet,bıçaklamak,A1
703,kite,uçurtma,çaylak kuşu,uçurtma uçurmak,A1
704,let,izin vermek,bırakmak,kiralamak,A1
705,stand,ayakta durmak,katlanmak,stant,A1
706,island,ada,izole yer,trafik adası,A1
707,student,öğrenci,talebe,kursiyer,A1
708,study,ders çalışmak,incelemek,çalışma odası,A1
709,imagine,hayal etmek,tasarlamak,sanmak,A1
710,if,eğer,şayet,ise,A1
711,subject,konu,ders,özne,A1
712,ideal,ideal,mükemmel,ülkü,A1
713,idea,fikir,düşünce,görüş,A1
714,ice cream,dondurma,dondurulmuş tatlı,kremalı dondurma,A1
715,ice,buz,buz tutmak,buzlamak,A1
716,I,ben,şahsım,bendeniz,A1
717,subway,metro,yeraltı treni,alt geçit,A1
718,husband,eş,koca,erkek eş,A1
719,hurt,acıtmak,yaralamak,incitmek,A1
720,hurry,acele etmek,telaşlanmak,acele,A1
721,hungry,aç,acıkmış,arzulu,A1
722,successful,başarılı,muvaffak,sonuç veren,A1
723,how,nasıl,ne şekilde,ne derece,A1
724,sugar,şeker,kesme şeker,tatlandırmak,A1
725,house,ev,konut,bina,A1
726,hour,saat,ders saati,zaman,A1
727,hotel,otel,konaklama yeri,han,A1
728,hot,sıcak,acı,kızgın,A1
729,suggestion,öneri,teklif,tavsiye,A1
730,important,önemli,mühim,kayda değer,A1
731,it,o,bunu,ona,A1
732,strong,güçlü,kuvvetli,sağlam,A1
733,strict,katı,sert,titiz,A1
734,is,-dır,olmak,var olmak,A1
735,star,yıldız,ünlü,yıldız şeklinde,A1
736,start,başlamak,başlatmak,başlangıç,A1
737,station,istasyon,gar,santral,A1
738,stay,kalmak,durmak,konaklamak,A1
739,introduce,tanıtmak,tanıştırmak,sunmak,A1
740,into,içine,içeriye,tarafına,A1
741,interviewer,mülakat yapan,röportajcı,görüşmeci,A1
742,interview,mülakat,röportaj,görüşme yapmak,A1
743,Internet/internet,internet,genel ağ,sanal alem,A1
744,interesting,ilginç,ilgi çekici,merak uyandıran,A1
745,interested,ilgili,meraklı,alakadar,A1
746,step,adım,basamak,adım atmak,A1
747,still,hala,yine de,hareketsiz,A1
748,inside,içinde,iç kısım,içeriye,A1
749,stone,taş,çekirdek,taşlamak,A1
750,stop,durmak,durdurmak,durak,A1
751,information,bilgi,malumat,enformasyon,A1
752,store,mağaza,dükkan,depo,A1
753,story,hikaye,öykü,masal,A1
754,straight,düz,doğrudan,dosdoğru,A1
755,strange,garip,tuhaf,yabancı,A1
756,street,cadde,sokak,yol,A1
757,in,içinde,de,da,A1
758,letter,mektup,harf,yazı,A1
759,library,kütüphane,kitaplık,kıraathane,A1
760,life,hayat,yaşam,can,A1
761,smart,akıllı,zeki,şık,A1
762,smell,koklamak,koku,sezmek,A1
763,smile,gülümsemek,gülümseme,tebessüm,A1
764,smith,demirci,ustabaşı,sanatkâr,A1
765,smoke,sigara içmek,duman,tütsülemek,A1
766,mobile phone,cep telefonu,taşınabilir telefon,cep,A1
767,mobile,mobil,taşınabilir,seyyar,A1
768,smoking,sigara içme,tütün,tütsü,A1
769,miss,özlemek,kaçırmak,bayan,A1
770,snake,yılan,kıvrılmak,hain,A1
771,minute,dakika,tutanak,an,A1
772,mine,benimki,maden,mayındır,A1
773,mind,zihin,akıl,umursamak,A1
774,snow,kar,kar yağmak,yağış,A1
775,milk,süt,sağmak,sütlaç,A1
776,middle,orta,merkez,ortadaki,A1
777,snowy,karlı,karlık,karla kaplı,A1
778,so,bu yüzden,böyle,öyle,A1
779,soccer,futbol,ayaktopu,maç,A1
780,message,mesaj,haber,iletgin,A1
781,social,sosyal,toplumsal,kamusal,A1
782,merry,neşkeli,şen,mutlu,A1
783,mom,anne,abla,ana,A1
784,memory,hafıza,bellek,anı,A1
785,moment,an,dakika,süre,A1
786,mommy/mommie,annecik,anne,anacığım,A1
787,must,zorunda olmak,meli,malı,A1
788,musician,müzisyen,müzikçi,icracı,A1
789,music,müzik,musiki,şarkı,A1
790,mum,anne,ana,sessiz,A1
791,much,çok,fazla,pek,A1
792,Mrs./Mrs,bayan,hanım,kadın,A1
793,Mr./Mr,bay,bey,efendi,A1
794,sleep,uyumak,uyku,dinlenmek,A1
795,movie,film,sinema,video,A1
796,move,taşınmak,hareket etmek,hamle,A1
797,mouth,ağız,nefes,giriş,A1
798,mouse,fare,tıklama,kemirgen,A1
799,mountain,dağ,tepe,yığın,A1
800,mother,anne,ana,valide,A1
801,most,en çok,çoğu,en fazla,A1
802,morning,sabah,kuşluk,gün ağarması,A1
803,more,daha,daha çok,fazla,A1
804,moon,ay,kamer,hilal,A1
805,slow,yavaş,ağır,durgun,A1
806,month,ay,kamarî ay,devre,A1
807,monkey,maymun,şebek,cüce,A1
808,money,para,nakit,akçe,A1
809,Monday,Pazartesi,pazartesi günü,haftanın ilk günü,A1
810,small,küçük,ufak,minik,A1
811,sofa,kanepe,koltuk,divan,A1
812,meeting,toplantı,buluşma,oturum,A1
813,meet,tanışmak,buluşmak,karşılamak,A1
814,lunch,öğle yemeği,kuşluk yemeği,öğle paydosu,A1
815,soup,çorba,aş,sulubeyin,A1
816,lucky,şanslı,talihli,uğurlu,A1
817,luck,şans,talih,uğur,A1
818,lovely,güzel,sevimli,hoş,A1
819,love,sevgi,aşk,sevmek,A1
820,lot,çok,parti,kura,A1
821,look,bakmak,görünmek,aramak,A1
822,long,uzun,uzatmalı,özlemek,A1
823,lonely,yalnız,kimsesiz,ıssız,A1
824,living room,oturma odası,salon,oturma salonu,A1
825,living,yaşayan,geçim,hayat,A1
826,live,yaşamak,oturmak,canlı,A1
827,little,küçük,az,ufak,A1
828,listen,dinlemek,kulak vermek,itaat etmek,A1
829,list,liste,cetvel,sıralamak,A1
830,lion,aslan,arslan,cesur kimse,A1
831,line,çizgi,hat,sıra,A1
832,speak,konuşmak,söylemek,nutuk atmak,A1
833,lily,zambak,nilüfer,ak zambak,A1
834,like,beğenmek,sevmek,gibi,A1
835,special,özel,has,hususi,A1
836,light,ışık,hafif,aydınlık,A1
837,'m,ım,im,um,A1
838,machine,makine,aygıt,makina,A1
839,sorry,üzgün,özür dilerim,pişman,A1
840,magazine,dergi,mecmua,mühimmat deposu,A1
841,medicine,ilaç,tıp,deva,A1
842,meat,et,kuşbaşı,gıdım,A1
843,mean,anlamına gelmek,cimri,kastetmek,A1
844,meal,öğün,yemek,ziyafet,A1
845,me,beni,bana,ben,A1
846,maybe,belki,olabilir,olur ya,A1
847,May,Mayıs,mayıs ayı,bahar ayı,A1
848,matter,mesele,madde,önemli olmak,A1
849,math/maths,matematik,hesap,riyaziye,A1
850,match,maç,kibrit,eşleşmek,A1
851,my,benim,benimki,özmalım,A1
852,solve,çözmek,halletmek,aydınlatmak,A1
853,someone,biri,birisi,kimse,A1
854,March,mart,mart ayı,yürüyüş,A1
855,something,bir şey,bazı şeyler,nesne,A1
856,map,harita,plan,haritalamak,A1
857,many,birçok,çok,nice,A1
858,son,oğul,evlat,erkek evlat,A1
859,song,şarkı,türkü,beste,A1
860,man,adam,erkek,insan,A1
861,soon,yakında,az sonra,çabucak,A1
862,make,yapmak,etmek,oluşturmak,A1
863,mail,posta,e-posta,mektup,A1
864,some,bazı,birkaç,biraz,A1
865,bus,otobüs,şehirlerarası otobüs,yolcu otobüsü,A1
866,game,oyun,maç,müsabaka,A1
867,bike,bisiklet,motosiklet,çift teker,A1
868,Wednesday,çarşamba,çarşamba günü,haftanın ortası,A1
869,yellow,sarı,sarı renk,sararmış,A1
870,better,daha iyi,iyice,daha güzel,A1
871,between,arasında,ikisi arasında,ortasında,A1
872,back,arka,sırt,geri,A1
873,boring,sıkıcı,bunalımlı,usandırıcı,A1
874,borrow,ödünç almak,borç almak,emanet almak,A1
875,bridge,köprü,köprü kurmak,geçit,A1
876,add,eklemek,ilave etmek,toplamak,A1
877,baby,bebek,yavru,küçük çocuk,A1
878,album,albüm,müzik albümü,fotoğraf albümü,A1
879,bright,parlak,açık,ışıltılı,A1
880,big,büyük,iri,önemli,A1
881,year,yıl,sene,yaş,A1
882,bicycle,bisiklet,iki tekerlekli,pedallı taşıt,A1
883,wall,duvar,sur,engel,A1
884,anything,herhangi bir şey,hiçbir şey,bir şey,A1
885,anyone,kimse,herhangi biri,hiçbiri,A1
886,break,kırmak,ara,mola,A1
887,any,herhangi,hiç,bazı,A1
888,bag,çanta,torba,poşet,A1
889,breakfast,kahvaltı,sabah kahvaltısı,kahvaltı yapmak,A1
890,anybody,kimse,herhangi biri,hiç kimse,A1
891,actor,aktör,erkek oyuncu,oyuncu,A1
892,all right,peki,olur,tamam,A1
893,all,tümü,hepsi,bütün,A1
894,yes,evet,peki,olur,A1
895,both,ikisi de,her ikisi,hem,A1
896,best,en iyi,en iyisi,başlıca,A1
897,which,hangi,hangisi,ki o,A1
898,bad,kötü,fena,zararlı,A1
899,breathe,nefes almak,soluk almak,soluklanmak,A1
900,week,hafta,yedi gün,haftalık süre,A1
901,walk,yürümek,yürüyüş,yürüyüş yapmak,A1
902,bring,getirmek,kazandırmak,sebep olmak,A1
903,with,ile,beraber,sahip,A1
904,away,uzakta,uzağa,gitmiş,A1
905,brother,erkek kardeş,abi,kardaş,A1
906,birth,doğum,doğuş,köken,A1
907,agree,aynı fikirde olmak,anlaşmak,kabul etmek,A1
908,was,idi,oldu,bulunuyordu,A1
909,wash,yıkamak,yıkanmak,yıkama,A1
910,wish,dilemek,istemek,arzu,A1
911,birthday,doğum günü,yaş günü,doğum yıldönümü,A1
912,above,yukarıda,üzerinde,yukarı,A1
913,whose,kimin,ninenin,aiyet zamiri,A1
914,ago,önce,evvel,geçmişte,A1
915,why,neden,niçin,niye,A1
916,brown,kahverengi,esmer,kumral,A1
917,wear,giymek,takınmak,aşındırmak,A1
918,biscuit,bisküvi,kurabiye,peksimet,A1
919,April,Nisan,Nisan ayı,bahar ayı,A1
920,who,kim,ki,kimi,A1
921,activity,etkinlik,faaliyet,aktivite,A1
922,white,beyaz,ak,aklık,A1
923,August,Ağustos,Ağustos ayı,yaz ayı,A1
924,awake,uyanık,uyanmak,ayıklamak,A1
925,apple,elma,elma ağacı,meyve,A1
926,wake,uyanmak,uyandırmak,cenaze töreni,A1
927,waitress,garson,kadın garson,barmen,A1
928,bookstore,kitabevi,kitapçı,kitap dükkanı,A1
929,autumn,sonbahar,güz,hazan,A1
930,waiter,garson,komi,servis elemanı,A1
931,address,adres,hitap etmek,nutuk,A1
932,weather,hava,hava durumu,iklim,A1
933,wait,beklemek,bekleyiş,duraklamak,A1
934,yard,avlu,bahçe,yarda,A1
935,airport,havalimanı,havaalanı,uçak limanı,A1
936,airplane/aeroplane,uçak,tayyare,hava taşıtı,A1
937,broken,kırık,bozuk,parçalanmış,A1
938,aunt,hala,teyze,yenge,A1
939,bird,kuş,manya,uçucu,A1
940,beside,yanında,yakınında,öte,A1
941,bottle,şişe,damacana,şişelemek,A1
942,worry,endişelenmek,merak etmek,kaygı,A1
943,baseball,beyzbol,beyzbol topu,beyzbol oyunu,A1
944,welcome,hoş geldin,karşılamak,memnuniyetle,A1
945,you,sen,siz,sizi,A1
946,because,çünkü,nedeniyle,zira,A1
947,am,im,yım,olmak,A1
948,boyfriend,erkek arkadaş,sevgili,nişanlı,A1
949,always,her zaman,daima,hep,A1
950,were,idi,oldular,bulunuyorlardı,A1
951,boy,erkek çocuk,oğlan,evlat,A1
952,become,olmak,hâline gelmek,dönüşmek,A1
953,bed,yatak,karyola,nehir yatağı,A1
954,angry,kızgın,öfkeli,sinirli,A1
955,world,dünya,cihan,alem,A1
956,bedroom,yatak odası,yatak odası,özel oda,A1
957,bee,arı,bal arısı,çalışkan kişi,A1
958,and,ve,ile,hem de,A1
959,beef,sığır eti,dana eti,et,A1
960,beautiful,güzel,hoş,harika,A1
961,war,savaş,harp,mücadele,A1
962,be,olmak,bulunmak,var olmak,A1
963,work,çalışmak,iş,eser,A1
964,bathroom,banyo,tuvalet,lavabo,A1
965,an,bir,herhangi bir,tek,A1
966,beach,plaj,kumsal,sahil,A1
967,bath,banyo,yıkanma,küvet,A1
968,worker,işçi,çalışan,emekçi,A1
969,yogurt/yoghurt,yoğurt,süzme yoğurt,ayran,A1
970,bat,yarasa,sopa,raket,A1
971,brain,beyin,kafa,zeka,A1
972,basketball,basketbol,basketbol topu,basketbol maçı,A1
973,well,iyi,kuyu,pekala,A1
974,bean,fasulye,baklagil,çekirdek,A1
975,bear,ayı,taşımak,katlanmak,A1
976,want,istemek,arzulamak,ihtiyaç duymak,A1
977,wonderful,harika,şahane,mükemmel,A1
978,black,siyah,kara,zenci,A1
979,animal,hayvan,canlı,mahluk,A1
980,box,kutu,sandık,boks yapmak,A1
981,band,müzik grubu,bant,şerit,A1
982,banana,muz,muz ağacı,muz sarısı,A1
983,wheel,tekerlek,direksiyon,çark,A1
984,action,eylem,hareket,aksiyon,A1
985,yesterday,dün,geçmiş gün,dünkü gün,A1
986,along,boyunca,yanında,beraber,A1
987,weekend,hafta sonu,tatil,cumartesi pazar,A1
988,when,ne zaman,-dığında,iken,A1
989,alone,yalnız,tek başına,kimsesiz,A1
990,almost,neredeyse,az kalsın,yaklaşık,A1
991,ball,top,balo,küre,A1
992,where,nerede,nereye,yer,A1
993,bottom,alt,dip,taban,A1
994,yours,senin,sizinki,seninki,A1
995,yourself,kendin,kendiniz,özne,A1
996,bread,ekmek,para,geçim,A1
997,before,önce,-den önce,evvel,A1
998,your,senin,sizin,onların,A1
999,bank,banka,nehir kıyısı,set,A1
1000,begin,başlamak,başlatmak,girişmek,A1
1001,young,genç,yaşlı olmayan,körpe,A1
1002,behind,arkasında,geride,artında,A1
1003,yet,henüz,daha,hâlâ,A1
1004,what,ne,hangi,ne tür,A1
1005,bowl,kâse,çanak,tas,A1
1006,also,de,da,ayrıca,A1
1007,woman,kadın,bayan,hanım,A1
1008,another,diğer,başka,bir diğeri,A1
1009,answer,cevap,yanıt,karşılık,A1
1010,bar,bar,çubuk,kahvehane,A1
1011,believe,inanmak,güvenmek,kanmak,A1
1012,bell,zil,çan,kampana,A1
1013,warm,ılık,sıcak,samimi,A1
1014,already,zaten,çoktan,şimdiye dek,A1
1015,below,aşağıda,altında,aşağı,A1
1016,apron,önlük,önlük tarzı,mutfak önlüğü,A1
1017,word,kelime,sözcük,laf,A1
1018,are,dir,dır,sın,A1
1019,bone,kemik,kılçık,çatı,A1
1020,again,tekrar,yeniden,bir daha,A1
1021,a.m./A.M./am/AM,öğleden önce,sabah,öğle öncesi,A1
1022,window,pencere,cam,vitrin,A1
1023,building,bina,yapı,inşaat,A1
1024,brush,fırça,fırçalamak,çalı,A1
1025,wrong,yanlış,hatalı,kötü,A1
1026,afternoon,öğleden sonra,gün ortası,ikindi,A1
1027,write,yazmak,kaleme almak,kaydetmek,A1
1028,winter,kış,kış mevsimi,soğuk mevsim,A1
1029,age,yaş,çağ,devir,A1
1030,blow,üflemek,esmek,darbe,A1
1031,burger,hamburger,et ekmek,burger,A1
1032,afraid,korkmuş,korkan,endişeli,A1
1033,board,tahta,kurul,pano,A1
1034,build,inşa etmek,yapmak,kurmak,A1
1035,wife,eş,karı,zevce,A1
1036,body,vücut,gövde,ceset,A1
1037,arm,kol,silahlanmak,uzuv,A1
1038,we,biz,bizler,kendimiz,A1
1039,at,de,da,deki,A1
1040,boat,tekne,kayık,bot,A1
1041,book,kitap,yer ayırtmak,rezervasyon,A1
1042,article,makale,madde,yazı,A1
1043,bucket,kova,maşrapa,hazne,A1
1044,block,blok,engellemek,yapı,A1
1045,ask,sormak,istemek,talep etmek,A1
1046,writer,yazar,katip,muharrir,A1
1047,blue,mavi,gök rengi,üzgün,A1
1048,water,su,sulamak,abdest,A1
1049,after,sonra,arkasından,peşinden,A1
1050,way,yol,tarz,yöntem,A1
1051,volleyball,voleybol,voleybol oyunu,voleybol topu,A1
1052,zoo,hayvanat bahçesi,vahşi yaşam parkı,hayvan parkı,A1
1053,blank,boş,boşluk,ifadesiz,A1
1054,wind,rüzgar,esinti,kurmak,A1
1055,around,etrafında,civarında,çevresinde,A1
1056,about,hakkında,yaklaşık,üzerine,A1
1057,will,-ecek,irade,vasiyet,A1
1058,win,kazanmak,galip gelmek,başarmak,A1
1059,vote,oy,oy vermek,seçim oyu,A1
1060,art,sanat,sanat eseri,güzel sanatlar,A1
1061,would,-ecekti,-erdi,isterdi,A1
1062,arrive,varınak,gelmek,ulaşmak,A1
1063,watch,izlemek,kol saati,gözetlemek,A1
1064,as,olarak,gibi,iken,A1
1065,fancy,süslü,lüks,hayal etmek,A2
1066,worldwide,dünya çapında,küresel,dünya genelinde,A2
1067,downtown,şehir merkezi,çarşı,merkezde,A2
1068,fast food,hazır yemek,hızlı yemek,büfe yemeği,A2
1069,skiing,kayak,kayak yapmak,kış sporu,A2
1070,nature,doğa,tabiat,yaradılış,A2
1071,natural,doğal,tabii,katkısız,A2
1072,fantastic,şahane,harika,fantastik,A2
1073,text message,kısa mesaj,mesaj,sms,A2
1074,terrorist,terörist,eylemci,bölücü,A2
1075,behavior/behaviour,davranış,tutum,hareket,A2
1076,fascinating,büyüleyici,hayran bırakıcı,çok çekici,A2
1077,fashion,moda,giyim tarzı,akım,A2
1078,ski,kayak,kayak yapmak,kar kayağı,A2
1079,doubt,şüphe,kuşku,şüphelenmek,A2
1080,nearly,neredeyse,yaklaşık olarak,az kalsın,A2
1081,text,metin,yazı,mesaj göndermek,A2
1082,skating,paten kayma,paten,buz pateni,A2
1083,being,varlık,canlı,oluş,A2
1084,necessary,gerekli,lüzumlu,şart,A2
1085,skateboarding,kaykay,kaykay sürme,kaykay sporu,A2
1086,fare,yol ücreti,bilet ücreti,ücret,A2
